Domestic Overnight Trips
"Nights (000), Calendar year and Month returned from trip by Stopover state/region/SA2"
Counting: Nights (000)
,,,AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
,,October,2341.0247359999998,352.1039007,825.2518536,1791.58915,1076.188224,89.395664499999995,301.30630150000002,317.31237599999997,262.36391200000003,863.09302520000006,524.03634420000003,190.94244660000001,184.93996749999999,595.79089239999996,1917.2900360000001,130.1695335,248.31669400000001,67.292377700000003,243.6579849,346.90500409999999,99.786302300000003,161.35016229999999,48.116942199999997,134.49089029999999,57.541535400000001,33.917411600000001,18.721148400000001,306.8678256,59.598088099999998,380.46634660000001,177.4614225,36.313876999999998,84.593296100000003,68.192864999999998,8.9423396000000004,1912.435804,1658.7703509999999,1156.074572,328.28241989999998,100.54427990000001,388.89438380000001,236.49866249999999,283.25337480000002,428.91832679999999,831.82607050000001,456.00202780000001,308.53132440000002,823.05067610000003,89.730076100000005,5.6018048,182.78890089999999,120.0764997,40.296511500000001,97.473834499999995,102.05978020000001,46.663785400000002,330.53666509999999,132.6002933,135.11443940000001,1056.824756,856.00346449999995,579.12623510000003,612.68006560000003,300.22240570000002,177.59023490000001,52.975143199999998,94.358741800000004,119.9445996,32.474043100000003,856.08872689999998,53.576916099999998,247.64230359999999,61.447369999999999,110.4549775,154.30394570000001,70.756523200000004
,,November,1717.9496879999999,332.663115,510.50863049999998,1051.6763309999999,713.60889159999999,143.4043484,135.3061438,222.09902149999999,209.93328260000001,308.07388040000001,197.62959230000001,92.331669899999994,131.29765839999999,295.43639869999998,1469.118156,148.82889750000001,433.12049259999998,112.52418230000001,164.49372450000001,297.08423310000001,73.580176600000001,161.59754609999999,70.149181799999994,229.45848169999999,54.533133900000003,26.527124100000002,46.278637500000002,262.93204850000001,27.380293000000002,429.16276479999999,86.5032985,46.027700500000002,164.2623437,62.1638327,24.498581600000001,1039.646264,1808.7166139999999,749.43222990000004,174.68656490000001,120.29084810000001,350.9246713,47.868357400000001,259.49682819999998,181.03788560000001,294.77067940000001,187.7947537,36.841250600000002,405.16763270000001,22.300773899999999,31.712115799999999,86.573126999999999,117.9144948,16.0389555,59.5634546,93.519332399999996,20.160699600000001,258.49525180000001,219.16104490000001,117.6854483,720.28868829999999,226.1750605,435.03201810000002,131.9662251,230.7610488,275.82707520000002,62.384220300000003,93.599859300000006,86.502333800000002,29.359637299999999,227.6770282,19.141372799999999,252.19790689999999,23.755295799999999,3.7714371,361.60351530000003,20.193709599999998
,,December,1942.5379720000001,540.09706319999998,684.02326389999996,1658.716199,1246.3067349999999,52.068142199999997,227.94263380000001,374.63532889999999,220.8028731,527.96787919999997,386.53135220000001,156.71907569999999,91.147178199999999,445.23199570000003,1917.2580230000001,299.00876260000001,194.18262490000001,94.062501299999994,112.75715700000001,309.42739119999999,151.74641099999999,133.8952644,57.032882499999999,161.18572380000001,84.491399900000005,43.751641499999998,5.9587722000000003,270.12075490000001,66.657575800000004,266.7690144,191.85851869999999,70.2596092,157.4549346,115.5125954,105.1486919,1167.961671,1430.016566,1068.4967690000001,307.0561573,259.59451430000001,184.90405910000001,133.28188030000001,119.41935839999999,215.54255119999999,397.10305110000002,676.09117879999997,59.692342799999999,613.59083769999995,31.603925199999999,159.99972639999999,84.931368500000005,140.18183379999999,39.584440899999997,15.1050024,39.306654999999999,11.429055200000001,97.798368300000007,120.83488509999999,85.451506199999997,733.29278099999999,218.81221629999999,359.35337129999999,277.65325530000001,207.27115430000001,290.46378190000001,40.808730599999997,195.20712309999999,250.46765780000001,17.3459845,148.873662,4.1345166000000004,18.647478400000001,10.7156232,28.6491547,32.370417400000001,0
,2003,January,2528.2159489999999,729.88403530000005,1108.2237230000001,3810.93858,3462.7430359999998,173.0959829,237.41910540000001,579.42181070000004,419.9183534,455.43365519999998,426.89291320000001,176.72447410000001,68.663197800000006,316.41159199999998,2041.6283120000001,1000.349408,652.41168990000006,49.2628165,389.11638099999999,566.07434000000001,585.34721620000005,345.93469260000001,77.423276400000006,332.48707139999999,33.387464899999998,125.59604849999999,139.3048814,324.09223250000002,50.678147799999998,1195.338902,348.61548720000002,89.9332031,173.2591414,100.94370859999999,108.0175574,2842.6317939999999,3040.1487769999999,2387.2157849999999,449.7116221,297.77089369999999,293.7745041,298.89482320000002,137.7024194,323.51475269999997,584.4315891,394.6106557,159.47159139999999,1183.7929959999999,83.689073699999994,20.3728044,174.88831279999999,450.99683759999999,163.9485382,58.5145445,208.62629860000001,88.437108899999998,187.04114910000001,300.88820090000002,438.47332399999999,1620.039182,543.82876599999997,1337.6925160000001,105.6381868,436.21227920000001,649.49009969999997,201.62924960000001,223.58788290000001,256.96034359999999,21.088137700000001,102.1666563,7.2230734999999999,10.1645991,11.661872799999999,7.6708002000000004,28.088095599999999,0.8015968
,,February,1794.6553610000001,371.04611240000003,475.24527189999998,1055.092177,849.16041959999995,54.401986800000003,27.910578900000001,286.35047889999998,97.980884099999997,341.3085092,242.6570068,45.670755399999997,94.385352699999999,356.03642289999999,1616.366886,586.12431670000001,136.33027240000001,27.327682800000002,273.93849280000001,99.776023100000003,295.16444669999998,151.5032693,50.577184899999999,75.987564500000005,91.629527699999997,25.961046400000001,32.549182399999999,83.768875899999998,22.0631764,365.76583840000001,81.010018500000001,30.1025083,70.342283699999996,43.870707400000001,51.189391999999998,962.12123229999997,953.34414930000003,1129.4343249999999,118.2887944,30.827439999999999,130.5843749,96.458766900000001,82.031855100000001,104.9961974,563.03031899999996,213.23489939999999,35.398270099999998,458.3473285,16.436865999999998,3.4879199000000001,187.88805740000001,163.80828769999999,78.912976499999999,51.6754909,23.002737,12.303268600000001,87.807552000000001,104.15649449999999,120.9241011,593.54967109999996,210.2479635,328.18501270000002,120.9004032,272.66264269999999,273.23963750000001,145.86011329999999,219.36725799999999,218.99486289999999,45.328332600000003,134.0443401,60.122600200000001,52.964648199999999,10.5137006,9.5444797999999995,14.494129900000001,0
,,March,1879.3911109999999,285.86568360000001,876.29987619999997,1659.2482640000001,1035.4451140000001,78.533318699999995,147.79623659999999,174.63172789999999,367.8419146,302.63155180000001,297.30461150000002,24.601674200000001,53.818800000000003,342.2860167,1563.7413389999999,210.57505090000001,145.47573589999999,54.846792600000001,171.83069069999999,121.27151670000001,166.0068498,153.5178975,79.794538900000006,302.34165999999999,14.294575699999999,62.312724600000003,42.799895900000003,175.5640856,24.573048400000001,466.0918322,301.37153130000002,13.4728595,115.36313149999999,103.7301544,35.868673800000003,1294.6219799999999,877.64900090000003,802.62856250000004,211.5653049,23.482868700000001,73.060666699999999,45.236350399999999,38.649406399999997,282.41731349999998,256.19388780000003,336.58653559999999,50.390178400000003,664.92805280000005,12.948423999999999,10.0043361,53.942861499999999,119.29773419999999,74.284740999999997,68.495002600000007,40.250309100000003,34.322742099999999,35.251935199999998,264.55313849999999,130.5205507,932.89493930000003,230.84838679999999,564.28960600000005,108.438721,177.89389850000001,282.72318000000001,119.74164519999999,262.211927,167.16475639999999,32.872940100000001,291.75684439999998,11.267524399999999,15.911046900000001,11.282930199999999,46.783199000000003,11.685843999999999,9.1973520999999998
,,April,1623.369166,501.3778658,919.96055960000001,1660.2698089999999,1100.5068450000001,113.19191859999999,326.46599149999997,374.92056600000001,217.6386856,629.96589070000005,282.30163909999999,155.3116541,175.00736040000001,329.64938460000002,1408.305419,368.8643055,280.89977850000002,52.085318600000001,225.97808699999999,322.00445339999999,186.81427819999999,276.34667999999999,140.39282009999999,275.44902730000001,68.369471899999994,19.5195288,41.940832700000001,255.67378310000001,38.917140099999997,615.19225429999995,233.13088279999999,78.581333700000002,127.2883593,212.8939068,36.864520200000001,1011.738783,1280.148907,1332.117309,224.37260929999999,165.72479960000001,356.44843809999998,141.72632709999999,207.6785897,105.18981530000001,488.0317938,262.4522336,131.11662580000001,616.29850669999996,37.105190299999997,25.267891899999999,189.3376456,186.72388079999999,39.866299099999999,93.207141699999994,134.9540059,29.242041,194.93022909999999,238.47425329999999,202.70229409999999,708.82585280000001,365.17509840000002,632.96290620000002,131.27705280000001,215.3661305,429.00309779999998,127.3312255,139.20624029999999,178.42924120000001,39.568455700000001,232.01309140000001,11.451683900000001,4.9578499000000003,42.298293299999997,50.640806099999999,105.93447310000001,12.679269700000001
,,May,1987.2216739999999,160.73898929999999,514.07322350000004,1028.7899600000001,658.45058689999996,143.78410690000001,255.53710369999999,284.19428540000001,301.77021509999997,399.40368819999998,277.59461169999997,109.3370018,39.085635500000002,541.23903519999999,1532.0067919999999,90.9249808,189.35535340000001,64.287926600000006,168.5106299,112.77721219999999,68.439160400000006,287.22252170000002,102.9619488,160.0099893,170.26505660000001,55.463587799999999,4.9765553999999996,218.51081830000001,97.609198500000005,263.71972699999998,97.061658899999998,41.633699,58.487510399999998,107.1983396,50.868920099999997,939.94819399999994,1800.546844,741.57110799999998,294.00198840000002,106.7751415,120.820235,117.4604635,123.6837661,105.36404520000001,467.24829490000002,279.01227660000001,203.95037120000001,698.03038790000005,41.1969931,10.847173700000001,47.676103099999999,44.227136199999997,37.183412099999998,110.875793,51.939309799999997,44.016068799999999,220.317454,274.6960583,186.04619270000001,735.11679030000005,237.15580069999999,393.70271059999999,150.31475470000001,222.7810518,432.66779589999999,62.160566799999998,150.5217869,150.91216890000001,107.137654,205.8189682,75.447303000000005,124.06014089999999,28.108635700000001,80.398046699999995,142.9764275,9.8938454
,,June,1710.5287310000001,351.29075979999999,436.93423790000003,1026.2357999999999,709.48158880000005,117.19196890000001,173.5724203,135.61027619999999,169.3148214,378.25559370000002,322.5083376,130.15149529999999,123.6898762,436.75983170000001,1824.2119210000001,190.62530559999999,173.56092670000001,48.378922199999998,157.5390438,265.74122540000002,81.611827899999994,173.9739782,60.445300600000003,200.90934050000001,110.0051892,12.049822900000001,43.167273600000001,153.76216729999999,35.9879806,263.95492630000001,130.13953799999999,75.733619000000004,75.096516600000001,64.117571400000003,31.643007399999998,1019.847672,1080.421484,688.89999950000004,610.22240580000005,101.9088268,69.617777899999993,222.05115509999999,150.3846144,342.499865,920.97230869999999,309.39787000000001,93.411149899999998,638.10402209999995,41.846072300000003,3.6506403999999999,62.047058900000003,137.9258078,11.505991099999999,70.469236600000002,89.0771649,63.377901899999998,126.914472,69.348337000000001,71.288854700000002,904.25809019999997,287.2823358,527.5452229,350.55650550000001,210.28194070000001,237.1100553,82.663569800000005,137.32895400000001,58.934958000000002,19.983681000000001,178.6515742,10.392625799999999,55.831102600000001,10.0548147,18.8854325,66.663911900000002,13.940630199999999
,,July,1995.730035,323.7128404,530.93290009999998,1191.038546,703.91379110000003,455.67935849999998,217.37759539999999,169.02916239999999,253.5376766,526.46615240000006,297.35595929999999,128.18748160000001,140.10258569999999,460.62982840000001,1609.566761,130.99501789999999,230.19854359999999,75.975801700000005,166.2543828,205.92974430000001,101.4736515,105.46878599999999,104.9756229,436.51796760000002,74.009945000000002,45.898048699999997,12.390976999999999,153.0649459,44.268333699999999,349.31831790000001,185.85840289999999,48.549813,165.65488540000001,34.861080700000002,27.6622336,1227.9080980000001,1591.0899280000001,863.56229540000004,459.30383560000001,106.2686683,363.6726137,130.85670569999999,219.91809000000001,491.09546510000001,1234.6303270000001,289.5556105,422.43833560000002,806.90103480000005,64.415835400000006,108.011894,93.438076100000004,206.02763569999999,7.4776819999999997,26.978923200000001,141.56869879999999,17.489099599999999,219.06040179999999,135.84493359999999,185.1621045,946.51502129999994,330.22249210000001,533.84999619999996,441.67187100000001,213.60332560000001,205.3836378,43.201326700000003,85.728264100000004,97.617489399999997,13.815383499999999,366.89270829999998,50.231769900000003,134.1148058,41.436797200000001,55.270699999999998,180.07682579999999,29.5377695
,,August,1543.253528,257.54929700000002,513.64308500000004,1468.2979969999999,538.26166560000001,489.99541959999999,109.321449,225.82264230000001,190.89053509999999,464.1205357,392.80843010000001,134.1925311,100.23430860000001,315.67746879999999,1440.3421989999999,103.03040540000001,99.067059400000005,47.915975199999998,85.092373699999996,117.1079453,124.0959141,177.75450180000001,75.505959300000001,519.3982221,44.1364886,13.179975499999999,25.435193099999999,186.38358349999999,4.1077132000000001,181.06135019999999,249.69671439999999,60.801714199999999,97.540255999999999,65.645126700000006,29.198935200000001,1252.6291859999999,1292.836311,808.40284859999997,536.13289210000005,334.01344829999999,506.1536706,142.44768310000001,93.524273300000004,383.58843080000003,1030.7349320000001,466.54019599999998,314.1349199,585.40038870000001,20.405898199999999,25.537978299999999,64.933995100000004,62.826121899999997,22.432880399999998,35.548212100000001,35.544275599999999,41.756375400000003,205.77244669999999,169.0392621,101.4937171,563.69518459999995,598.03390979999995,525.50239950000002,500.68568479999999,198.3193813,196.805487,88.144910800000005,92.280734499999994,38.567683000000002,22.724660199999999,223.7531175,139.00177619999999,56.080381699999997,23.2851556,54.8120172,75.717437899999993,14.0035773
,,September,1622.007998,254.49382120000001,589.87189780000006,1164.3076860000001,597.35960379999995,255.9611372,233.65222600000001,259.36191220000001,167.97665359999999,424.11845690000001,298.72921980000001,121.65876609999999,110.2814206,468.27350940000002,1095.9172659999999,93.263153200000005,85.156103799999997,17.920334499999999,107.7029946,245.60760680000001,34.6836007,172.19832149999999,61.810217100000003,204.84949069999999,104.2852176,21.311234899999999,31.6843203,215.50562410000001,33.463522099999999,310.86188179999999,97.632901500000003,33.220668699999997,90.059435300000004,25.461622500000001,24.305026000000002,1831.9225839999999,1123.7202130000001,1405.506216,569.72429920000002,241.14629590000001,217.43920059999999,151.8331001,260.70328460000002,264.14277509999999,1029.920016,337.98256880000002,518.20697440000004,696.75796479999997,34.212316299999998,17.322126999999998,60.939600400000003,62.7365621,18.373269799999999,43.1082921,73.893943800000002,14.193016999999999,244.70881,94.303844799999993,49.5444976,882.89955080000004,469.42231390000001,615.35013170000002,688.33489369999995,466.81523329999999,165.7494054,24.323601499999999,61.467272399999999,66.800283899999997,12.948204199999999,454.51559709999998,108.26653659999999,139.2333386,40.607119099999998,43.791439099999998,80.018337799999998,23.200641699999998
,,October,1758.057464,250.63047320000001,688.02519759999996,1782.5685779999999,1029.2558280000001,209.0078134,374.78554819999999,253.23021410000001,410.87027660000001,760.50535360000003,328.24646969999998,182.2324515,145.2245102,453.72870920000003,1444.736717,252.97879259999999,274.75946119999998,56.3458726,141.68043940000001,345.84741880000001,219.4263157,146.1315463,140.308798,186.5970514,40.8203636,34.346562499999997,35.732567899999999,157.92388750000001,6.4019668000000003,238.14016290000001,222.46363690000001,38.029534900000002,85.141445200000007,76.752005699999998,16.645391199999999,1321.635638,1263.163084,1212.53134,460.80896259999997,193.89098440000001,226.4397912,220.73568510000001,643.67346339999995,261.76257550000003,967.88924220000001,426.75545979999998,175.6615377,586.38050859999998,16.561333399999999,28.265581600000001,165.91330310000001,98.890021000000004,22.701422699999998,134.8995487,113.89895850000001,24.2952625,387.74020890000003,154.16030420000001,194.38740680000001,1011.895221,500.8992925,451.6580884,574.27720790000001,813.45815949999997,250.29826650000001,69.166622000000004,140.95041850000001,136.11157840000001,46.116591100000001,171.52175310000001,62.222183000000001,87.802009400000003,29.0446828,61.984752,124.6386957,71.805675699999995
,,November,1641.095975,245.05793009999999,526.68178809999995,1537.1319370000001,705.57869800000003,40.430962600000001,123.9866547,277.01005220000002,102.1890913,348.07557550000001,201.8653071,33.556816499999996,35.792966100000001,562.71432489999995,1732.9166620000001,277.69869649999998,188.2829164,67.621810100000005,89.397335799999993,201.81727860000001,126.430426,151.13114150000001,152.29541979999999,152.68432340000001,49.656443000000003,29.775290999999999,6.3824142999999998,148.30170390000001,12.0987735,319.64798830000001,202.71161140000001,34.2802194,122.5287144,161.89860419999999,21.0544166,2121.6177080000002,903.45467350000001,968.53052119999995,193.4046385,169.06102559999999,283.67807210000001,115.01021280000001,219.12790000000001,221.05801339999999,1172.1250869999999,372.3242439,89.974035000000001,604.7757153,99.661142699999999,19.109769499999999,51.965211699999998,100.2134011,12.877760800000001,58.403101200000002,105.3473846,42.127095699999998,257.29543580000001,124.6351659,165.5016822,757.90405120000003,187.21928610000001,515.78590689999999,252.07044339999999,275.27068020000002,230.6423216,51.804291900000003,202.22779299999999,316.21675299999998,18.806852800000001,144.13909509999999,65.108491200000003,66.030826200000007,6.9808332000000002,12.3626957,16.903579700000002,5.2491772000000001
,,December,2337.4286229999998,380.57569999999998,569.29604329999995,1347.678218,1055.966032,216.61953930000001,108.422715,291.69948140000002,183.90374629999999,333.45983580000001,194.38304389999999,46.420761200000001,139.21777470000001,651.41278910000005,1539.108886,294.64493770000001,203.46448570000001,42.339796700000001,111.75183490000001,247.8814241,120.3141598,203.42463190000001,188.41986130000001,205.40204750000001,14.980639500000001,74.853494699999999,11.2845435,173.8119801,62.100363600000001,379.00954539999998,145.16707289999999,63.084839100000003,79.523105900000004,72.881980900000002,23.4297738,984.92090050000002,1340.917651,993.19096890000003,185.87500109999999,93.959145500000005,253.137156,131.27011680000001,256.38648339999997,83.350965500000001,428.10490609999999,249.7008434,31.883810199999999,500.03610090000001,39.050006000000003,6.9390241000000001,29.075799100000001,154.05204130000001,32.099259000000004,49.862224699999999,47.819240600000001,15.9336041,61.2390927,170.23982129999999,85.023228500000002,778.12824020000005,193.4549887,789.6804022,198.24155529999999,428.25765430000001,438.01013829999999,58.085765899999998,126.34955410000001,206.53187080000001,10.684333799999999,104.7924175,93.5040561,9.1689007999999994,27.331793300000001,0,69.512709099999995,21.714360200000002
,2004,January,2826.6951469999999,994.92272349999996,1641.6293189999999,3887.654982,2905.919656,418.2634041,217.3617648,758.08991820000006,160.9031372,714.9665943,750.53280389999998,142.05561109999999,179.01904329999999,518.59172560000002,2155.480489,978.3667739,450.69771750000001,68.245272200000002,675.44811440000001,581.10138180000001,495.51445360000002,648.92872980000004,230.43673910000001,462.41023419999999,254.81152639999999,75.567910699999999,63.544289599999999,300.86120590000002,62.585241400000001,1563.279014,207.42488109999999,65.194072500000004,104.49381820000001,224.0125798,108.0188247,1888.6679200000001,2628.3412490000001,1826.879719,558.84278059999997,377.89131320000001,308.89973509999999,177.35212279999999,299.05335730000002,132.26482970000001,629.91183839999997,625.30668500000002,295.88616680000001,1523.1598080000001,67.322513499999999,114.5146159,280.43002710000002,293.81908010000001,138.45063250000001,185.294714,411.40380809999999,25.227971499999999,152.88278890000001,364.94911880000001,327.6108686,1711.9054329999999,360.76376959999999,1518.1689249999999,262.56907180000002,393.75975099999999,987.99122769999997,308.52813600000002,419.2142958,352.67086180000001,58.582192900000003,145.00235599999999,6.0629007000000001,30.963833699999999,13.407165900000001,16.522734,97.282592699999995,5.5380045000000004
,,February,1522.123167,405.98658849999998,411.73415060000002,1031.1941240000001,1069.0577699999999,80.072549499999994,152.41690439999999,158.77002809999999,94.642305699999994,203.9105457,281.95688699999999,32.626967299999997,100.0102765,375.35002680000002,1380.447103,189.83473499999999,128.59930639999999,57.301606900000003,269.94290890000002,247.7513792,67.730181299999998,131.14452800000001,73.052658600000001,222.4449142,37.120058,75.780050099999997,47.903669899999997,125.19884279999999,17.017752300000001,326.90146709999999,128.01760089999999,36.436187199999999,95.096214200000006,81.421496399999995,38.270823300000004,1031.0784169999999,1048.8257289999999,557.37832430000003,191.36614209999999,59.588388600000002,94.166061499999998,67.705815000000001,151.9755543,204.32661759999999,489.92923789999998,258.12418300000002,47.923174299999999,586.08897300000001,38.962949299999998,27.929043700000001,108.20502190000001,171.7060927,27.904477499999999,52.133301099999997,36.836390000000002,31.477209999999999,107.90541399999999,199.23656779999999,67.662640800000005,552.17654830000004,105.2539891,528.60940100000005,167.87295119999999,172.01000690000001,553.07171400000004,85.492327500000002,318.85977889999998,194.78120970000001,88.697866099999999,142.22560060000001,6.2326924999999997,16.617058100000001,1.4051378999999999,2.3242550999999998,15.161535000000001,151.05500129999999
,,March,1818.910206,189.6296614,462.6053402,1127.5854730000001,1104.2640469999999,144.2789884,79.937011900000002,239.390297,137.01967970000001,266.69805780000002,317.7901751,82.447036100000005,41.5763763,433.81069079999997,1343.66128,553.65841780000005,233.0370049,82.078000099999997,253.98102850000001,199.68396509999999,211.8925318,173.4729413,269.03533659999999,211.50499210000001,19.6253612,113.164412,30.251481800000001,171.19065370000001,6.5707772999999996,378.91024019999998,82.408416900000006,49.7909285,84.848456600000006,61.072341600000001,68.4681736,1234.6934670000001,1255.5577920000001,652.47549230000004,148.43701379999999,142.2933917,12.4684407,45.7243189,63.847499900000003,197.52459899999999,373.42631569999998,253.43337009999999,34.239508600000001,667.01994160000004,36.8502425,39.736679299999999,88.395836299999999,96.312616399999996,42.6191435,74.619754200000003,21.56035,13.216447499999999,87.529916299999996,347.31863850000002,100.22441929999999,915.52750800000001,133.79343679999999,640.00725139999997,149.304011,406.95382119999999,542.06390529999999,118.6020647,229.10552659999999,204.805916,78.649572000000006,211.70927879999999,9.0727886000000009,21.975684399999999,3.5324724000000001,7.3865452999999999,39.031716099999997,1.3243562
,,April,2324.2634440000002,544.71194070000001,737.10393710000005,2017.8424070000001,1193.4547580000001,101.79301479999999,214.5172608,408.11031689999999,230.39388679999999,647.33926589999999,490.67159170000002,231.1628743,178.91442979999999,475.56452200000001,1634.7568409999999,351.77878650000002,298.26494580000002,151.8035678,204.88995539999999,321.70708689999998,160.6381269,411.37529790000002,103.88098290000001,324.00300720000001,69.323947500000003,111.8234921,21.5104392,229.30373520000001,63.607142699999997,499.09317900000002,293.44559679999998,43.0900605,72.618933799999994,138.197858,27.662484299999999,1075.243878,1593.2810119999999,766.09118020000005,442.5773729,58.155787400000001,145.03783870000001,303.616445,146.45052699999999,187.8524042,595.94550289999995,251.33496070000001,360.31391589999998,884.28517950000003,45.5018581,17.9159595,195.59392170000001,267.61237720000003,64.579497500000002,64.861889399999995,165.34234860000001,6.7493375999999996,200.53469609999999,175.69792330000001,292.33105899999998,816.47733700000003,337.57414069999999,910.44513570000004,193.16297470000001,183.3479609,447.09076279999999,144.35732110000001,234.0007603,261.06444620000002,68.521281299999998,206.78425920000001,55.1791239,13.944433999999999,3.2152885000000002,62.920716200000001,37.399063900000002,3.6311865999999999
,,May,1623.8927060000001,350.66644500000001,570.00170649999995,962.26712710000004,522.42223769999998,75.842855900000004,201.7193331,202.3585678,110.0642734,441.33202160000002,334.4120092,164.0741103,117.93727079999999,475.50619799999998,1817.2688109999999,145.7514558,208.17918969999999,132.13786970000001,85.659188099999994,244.23336879999999,87.882722599999994,127.8894758,43.598966599999997,333.25136889999999,104.3669814,48.904807699999999,9.8926476999999995,194.8148439,18.761233399999998,225.25245090000001,142.76439339999999,60.370095499999998,124.1475159,77.139830200000006,61.270761999999998,1054.0409870000001,1096.748861,760.63832790000004,192.6017444,107.1767481,105.28770950000001,109.2246973,172.26585850000001,347.11916989999997,657.67135350000001,267.79415260000002,206.56673219999999,634.88812859999996,67.057435600000005,40.575224200000001,150.0694349,93.426673699999995,43.420186200000003,37.051912799999997,96.081441699999999,76.855896400000006,154.17765940000001,108.80265350000001,81.567618899999999,1012.315557,183.2441915,436.5914282,174.12437170000001,223.18262770000001,280.13932940000001,36.499628899999998,135.20999040000001,64.610150300000001,16.993035599999999,219.39188999999999,23.6908034,135.12512699999999,9.8502299000000004,24.373253200000001,30.290620199999999,2.5874112999999999
,,June,1761.2633089999999,174.03780159999999,435.96137349999998,1045.8759170000001,502.71016209999999,97.304707500000006,150.70136500000001,243.16558470000001,241.16638750000001,219.5541388,451.87723140000003,41.673968500000001,122.8972806,385.30939919999997,1415.871744,199.24530540000001,80.145494499999998,64.8035529,105.6783736,177.4184478,96.340349799999998,133.7966768,36.090436099999998,126.0636611,11.133094099999999,81.958917900000003,5.5562845999999997,192.89828800000001,4.8327739999999997,301.28243400000002,534.81925530000001,30.910578399999999,90.288282100000004,56.886705200000002,5.5165090000000001,1026.9934679999999,1149.4481989999999,827.38021119999996,136.08960010000001,146.2208512,93.627869399999994,84.105697500000005,124.6051034,282.445426,850.49674449999998,302.9239311,266.46022699999997,418.57636020000001,17.392680200000001,14.3265642,63.305317700000003,79.395956999999996,15.752146,26.717498299999999,96.050328399999998,17.553948500000001,152.54584850000001,107.289883,53.388837100000003,904.69593259999999,175.06647799999999,356.33364349999999,256.53516430000002,105.4088146,319.19452589999997,51.894419800000001,84.011191499999995,92.288574800000006,16.2099568,276.23648609999998,64.174264100000002,45.252748699999998,12.5354416,29.388600700000001,115.1613724,18.276795700000001
,,July,1816.162178,294.2406628,605.77381539999999,1516.1899579999999,659.77325910000002,397.7588121,172.7593325,214.64802560000001,267.86334959999999,459.70483400000001,533.62986750000005,129.53776020000001,103.680502,420.3486608,1480.616753,131.32976650000001,172.64004349999999,37.119255000000003,89.877580199999997,183.9897071,67.480939599999999,138.46274439999999,104.2672256,341.00450260000002,31.034760800000001,75.400804399999998,44.681559200000002,202.6903404,24.317390700000001,167.29655320000001,243.3267955,129.22943860000001,130.1381916,87.2315136,20.3380124,1503.2240489999999,1410.806869,1241.5382959999999,534.0019198,242.7570221,195.4049564,1221.623274,136.75385689999999,491.00812359999998,995.6748996,314.51006130000002,227.83011260000001,802.59378330000004,62.965829900000003,43.197797100000003,115.0096776,84.365205599999996,62.077897,110.1576692,55.930098700000002,16.055462500000001,181.35920429999999,72.858375899999999,184.91390079999999,1134.977189,276.06947700000001,561.12239480000005,910.27596019999999,315.5841345,174.17200270000001,12.971853599999999,101.0096441,59.6549573,8.8586378000000003,468.88187829999998,177.8836159,172.46963640000001,31.106373099999999,124.6574109,179.62742359999999,42.062034500000003
,,August,1578.5465489999999,230.88187199999999,533.04857509999999,1078.420079,671.52314060000003,606.59783200000004,204.87699269999999,138.0481412,86.7436072,277.8933907,326.78226530000001,125.5598847,48.096035800000003,371.12978829999997,1438.1586420000001,294.18187490000003,157.59096959999999,60.8755436,87.792170900000002,234.7424528,52.625466600000003,121.02791070000001,69.298177800000005,366.9272939,62.748150099999997,0,36.862753699999999,154.04288149999999,28.359856000000001,227.31617539999999,63.693628199999999,11.3750833,84.779408200000006,57.479868000000003,18.443208200000001,1643.477202,1137.50072,1346.584572,603.26955980000002,132.65435590000001,246.17124190000001,282.64716529999998,297.25550140000001,414.4311634,883.50545369999998,405.53064499999999,283.63906550000002,618.11611979999998,28.3839592,25.750143699999999,45.291264499999997,49.278611699999999,0.96797610000000001,12.743581900000001,67.456722799999994,38.698400900000003,103.4140701,102.29676310000001,94.166941699999995,794.39780380000002,667.69623000000001,420.06899989999999,518.93709439999998,209.69482060000001,208.26459850000001,35.101159699999997,95.168996800000002,28.188625999999999,5.0882633000000004,377.46609280000001,151.7670267,149.63901050000001,9.8560545000000008,35.9022279,208.8913115,16.443047100000001
