"Mbb1","Mbb2","MCh1","MCh2","VSAg","VSAng","VSEg","VSEng","PD:J-M(I","PD:A-J(I","PD:J-M(D","PD:A-J(D","FECa","FECt","Dffr","Dhge","GL(E","GL(O","BSNS","BSES","KEs1","KEs2","KEf1","KEf2","ERSF","ERGM","S:17t1","S:18t1","F:hi","F:ci","R2as","R2:t","Bll1","B2()","E:ff","E:vf"
0.27465447,2.6979932,1.5522542,1.5729938,302.30748,266.46274,469.82109,486.42734,220,184,1114,860,-10.66,-62.849,-5.9414955,38.486037,17357,7419,-0.09,0.0197,-909,-708,-824,-588,0.15461925,1.6005,28.4,25.8,-1.1251,-1.0444,0.98799602,1.8169988,0.042,-0.04,1.0390632,1.0946971
0.32383965,2.4602088,1.9007252,1.305651,388.09329,263.38723,471.12093,486.23188,258,189,1039,888,-7.7596,-70.849,-5.9414955,38.486037,17360,7424,-0.0822,0.0135,-896,-728,-852,-600,0.15461925,1.5945,27.7,22.3,0.86649,0.97496,1.0529536,1.6897863,0.002,-0.14,-0.99155569,-0.81075392
0.36318639,2.2389328,2.2611828,1.0029381,481.23452,260.80617,470.87518,485.36528,189,149,1059,831,-4.8596,-72.849,-5.9414955,38.486037,17360,7416,-0.0457,-0.0307,-831,-744,-840,-639,0.15432099,1.591,12.7,9,0.88571,0.97626,1.0562515,1.6974355,0.062,0,1.0251549,1.0946971
0.41104803,2.0251227,2.6112445,0.68734416,529.69076,260.31741,471.161,484.911,158,127,1029,871,-5.1596,-66.849,-5.9414955,38.486037,17349,7404,-0.0586,-0.0837,-961,-773,-841,-672,0.15366884,1.583,26.3,34.8,-1.1101,-1.0527,1.1590125,1.6434335,0.002,0,1.0251549,1.1085047
0.45166175,1.8873762,2.8228475,0.48449098,530.12195,260.54386,471.92804,484.36768,123,110,988,834,-3.6596,-58.849,-5.9414955,38.486037,17338,7392,-0.0167,0.0163,-1016,-777,-852,-688,0.15203345,1.57,40.9,34.4,0.88928,-1.0559,1.1508774,1.6339715,0.001,-0.02,-0.99155569,-0.7969463
0.52389603,1.6623958,3.1089238,0.20650759,525.86284,263.43842,471.14275,484.11951,127,121,1091,842,2.0404,-42.849,-5.9414955,38.486037,17336,7388,0.0076,0.0103,-992,-788,-858,-716,0.15203345,1.57,46.8,12.6,0.90123,-1.0178,1.12261,1.5931063,0.001,0,-1.005464,1.1499275
0.61320807,1.3563683,3.3787011,-0.035620118,499.26282,265.78476,469.84012,482.96525,246,187,1814,836,12.14,-54.849,-5.9414955,38.486037,17334,7387,-0.0552,-0.0104,-999,-792,-788,-729,0.152207,1.575,65.4,19.5,-1.1179,-1.0211,1.097208,1.5709479,0.001,0.04,-0.97764735,-0.75552345
0.725201,0.96466863,3.6432257,-0.27023617,414.51165,264.51508,466.25689,481.84864,258,172,1771,873,-2.3596,-40.849,-5.9414955,38.486037,17324,7384,-0.0448,-0.0263,-978,-786,-876,-760,0.15180266,1.5675,55.7,9.2,-1.1284,0.98574,1.0031816,1.5923678,-0.039,0.02,1.0251549,-0.7969463
0.85173248,0.57254872,3.9035039,-0.52885793,334.9475,263.25128,428.71278,482.97604,225,141,1772,832,-10.86,-12.849,-5.9414955,38.486037,17318,7378,-0.0422,-0.036,676,-743,-853,-770,0.15180266,1.5675,51.3,14.2,-1.0844,0.99673,1.099869,1.5491588,0.021,0,-1.005464,-0.7969463
0.94615314,0.30908137,4.0650061,-0.72001894,286.46026,262.87931,359.88963,483.2946,233,139,1370,870,0.34039,-22.849,-5.9414955,38.608872,17338,7398,0.2733,0.0225,-5493,-684,-916,-772,0.15174507,1.5685,28.5,7.7,-1.0789,1.0046,1.0533714,1.4299028,-0.08,0.02,1.0529716,-0.78313869
1.0725726,-0.10669813,4.2640699,-1.0316122,278.1204,262.72968,301.39257,481.21905,261,145,1076,838,1.0404,-12.849,-5.9414955,33.32811,17360,7445,0.0383,-0.0354,-2724,-774,-920,-781,0.15226494,1.5805,6.6,13.5,-1.0869,1.0011,1.0215533,1.4769443,-0.04,0,1.0390632,-0.81075392
1.190597,-0.54535837,4.4204462,-1.3552523,278.66045,262.91019,287.10243,470.15751,240,156,981,876,-1.0596,-14.849,-5.9414955,18.591001,17370,7453,0.0906,0.0094,-711,-833,-921,-796,0.15238095,1.58,7.9,2.9,0.92624,1.0014,0.9906566,1.4965315,-0.14,0,-0.97764735,-0.7969463
1.3496347,-1.0068837,4.5882371,-1.6809776,281.24244,263.07292,285.74474,438.32172,179,115,994,1391,1.7404,-12.849,-5.9414955,18.591001,17369,7448,0.0176,-0.0822,-297,-847,-902,-809,0.15331545,1.5895,14,8.4,0.95619,-1.0177,0.95130815,1.4792205,0,0.02,1.0390632,-0.7969463
1.5197024,-1.4751192,4.7913508,-2.0135842,277.78283,264.22581,283.55878,359.9168,138,99,982,1636,4.1404,-10.849,-5.9414955,18.486037,17366,7438,0.0285,-0.069,-127,-829,-65,-821,0.1532567,1.5915,12.2,7.8,0.97203,0.96822,0.92666715,1.4836249,0,-0.62,-1.0332807,1.3018113
1.6490123,-1.788438,4.9287478,-2.2370987,268.96305,267.41126,276.21579,289.64958,125,101,978,1580,2.5404,-8.8493,-5.9414955,18.486037,17359,7423,0.0534,-0.0769,114,-532,692,-826,0.15521925,1.6145,4.4,10.5,0.95699,0.97603,0.87187209,1.4093399,-0.02,0,-0.99155569,-0.81075392
1.9055231,-2.2509688,5.0936375,-2.5557105,271.96101,307.81617,243.4269,280.85115,139,106,1468,1465,3.4404,-20.849,-5.9414955,18.486037,17353,7416,0.0703,-1e-04,408,986,-7041,-824,0.155521,1.6157,11.6,13.6,0.96981,0.97957,0.87980175,1.4416892,0,-0.04,1.0251549,1.1223123
2.2314315,-2.6871378,5.1914969,-2.8264292,275.9199,391.61146,251.25217,283.13273,251,137,1806,994,2.2404,-26.849,-5.9414955,18.486037,17349,7408,0.0141,-0.0769,825,-7019,-3156,-768,0.15606711,1.6215,11.2,8.6,0.96178,0.98581,1.1490304,1.4247705,0.04,-0.02,-1.0193724,-0.72790822
2.6157174,-3.0869419,5.2562065,-3.0675094,278.12155,473.74848,250.31494,283.39764,240,123,1728,973,2.6404,1.1507,-5.9414955,18.486037,17343,7406,0.0571,-0.0284,1053,-1658,-889,-732,0.15704751,1.629,3.9,16,-1.0319,-1.0031,0.68778948,1.2058333,0.02,0,-0.99155569,1.0808895
3.0207082,-3.4587155,5.3086394,-3.3036482,271.31317,530.375,251.41498,285.05547,208,118,1581,950,0.94039,-10.849,-5.9414955,18.486037,17337,7400,0.0661,-0.0074,660,-296,-330,-817,0.15704751,1.6305,1,12.1,0.97797,-1.0036,0.17557818,0.77410321,0,0.02,1.0251549,1.0532742
3.2761862,-3.6915696,5.3275752,-3.4611303,255.10886,533.38833,251.88457,286.50381,215,106,1173,933,2.1404,-6.8493,-5.9414955,18.486037,17355,7414,0.0357,-0.0257,-184,-89,-158,-908,0.15643332,1.618,7.9,8.3,-1.0308,0.98965,-0.35523693,0.35243483,0.02,0.02,-0.99155569,1.1085047
3.5844952,-4.0190884,5.3309732,-3.7161824,238.70938,536.43466,252.09441,287.80635,254,138,1009,949,-1.3596,-16.849,-5.9414955,18.486037,17374,7434,0.0671,-0.0113,-583,127,22,-846,0.15612802,1.617,5.6,8.3,0.98076,-1.0341,-0.87985663,-0.023391694,0,0,-0.97764735,-0.74171584
3.7528021,-4.3307053,5.3177551,-3.9846475,249.18787,530.78755,252.85327,287.3698,211,146,1001,1031,-2.8596,11.151,-5.9414955,18.486037,17370,7439,0.0996,0.0614,-728,353,206,-836,0.15698587,1.6298,15.1,12.9,-1.0146,0.99948,-1.310888,-0.34807789,0,-0.04,0.9973382,-0.82456153
3.7743862,-4.5916755,5.3064189,-4.2236336,248.71777,489.57249,256.66956,286.92274,150,101,995,1583,-8.3596,19.151,-5.9414955,18.486037,17382,7447,0.0545,0.0599,-776,688,420,-812,0.1567521,1.6323,7.9,4.5,0.97661,0.99169,-1.4755727,-0.62311438,0.02,-0.08,-0.99155569,-0.7969463
3.7562137,-4.7954292,5.3010958,-4.4277348,249.76118,426.90445,284.57978,286.82796,127,98,922,1539,-6.7596,35.151,-5.9414955,18.486037,17401,7470,0.0059,0.0326,-811,1022,716,-696,0.1567521,1.6323,11.6,0.2,-1.0367,0.97701,-1.6059116,-0.83652964,-0.62,-0.08,-1.005464,1.1223123
3.8069102,-4.9178254,5.2773774,-4.5578333,249.54671,365.11783,287.92443,286.30226,126,140,943,1397,-9.1596,29.151,-5.9414955,18.486037,17406,7477,0.031,0.0392,-808,1078,1040,822,0.15701052,1.64,6.3,2.4,-1.0349,0.98448,-1.6932835,-0.99985829,0,-0.08,-0.97764735,1.0808895
3.9752713,-5.0623914,5.1790305,-4.761913,255.2286,301.88203,297.34615,285.77745,186,215,975,1273,-10.36,11.151,-5.9414955,18.486037,17413,7476,0.0123,0.0239,-772,511,1134,-2916,0.15754234,1.6505,11.2,0,0.94665,-1.0501,-1.682183,-1.0912497,-0.04,-0.04,1.0251549,-0.76933107
4.1438256,-5.1440137,5.0178253,-4.9739128,258.90238,262.27906,319.32353,292.15238,214,217,1005,971,-7.7596,19.151,-5.9414955,18.486037,17406,7469,-0.0084,0.0474,-743,-156,836,-5446,0.15816528,1.658,19,10.2,-1.0378,-1.0395,-1.8479442,-1.1196446,-0.02,-0.001,-1.0193724,-0.78313869
4.2081206,-5.2056557,4.8392622,-5.1538063,261.73337,264.77359,398.67847,385.88987,193,201,1035,949,-8.5596,-0.84929,-5.9414955,18.486037,17390,7455,0.0187,0.0153,-776,-462,158,-1560,0.1578532,1.653,1,5.8,0.96513,-1.0484,-1.2090558,-1.1798604,0,-0.001,1.0251549,-0.76933107
4.144706,-5.2684986,4.6670974,-5.2534826,258.50578,266.51871,455.94715,478.66893,163,203,985,944,-8.1596,-2.8493,-5.9414955,18.486037,17372,7440,0.051,0.0341,-824,-588,-296,-422,0.15816528,1.66,16,1,0.992,-1.035,-0.54040902,-1.1303759,0.02,-0.001,-1.005464,1.1223123
4.0917521,-5.3006296,4.5312181,-5.2707744,265.65589,266.39725,472.64502,488.80488,169,199,972,941,-5.3596,-26.849,-5.9414955,18.486037,17362,7440,-0.0341,0.0117,-871,-638,-546,-136,0.15816528,1.6595,30,0.6,-1.0159,0.96362,0.0062787429,-0.89339129,0.02,0.019,1.0390632,1.1637352
3.9930143,-5.3222043,4.2679199,-5.2513543,271.0087,268.97041,473.38691,487.78284,205,177,966,949,-4.7596,-34.849,-5.9414955,18.486037,17353,7434,0.0508,0.0113,-903,-656,-638,29,0.15766654,1.6505,40,3.8,-1.0258,-1.0365,0.24254145,-0.71222496,0,0.019,-1.005464,-0.71410061
3.8302737,-5.3037208,3.9624724,-5.2000572,285.92944,269.08204,473.94848,487.80922,164,153,971,1264,-5.3596,-28.849,-5.9414955,18.486037,17352,7428,0.0761,0.0015,-932,-636,-704,180,0.15709685,1.645,45,0,-1.0519,0.97013,0.2894569,-0.032053559,-0.04,0.018,1.0390632,1.1085047
3.6208159,-5.2692939,3.6413381,-5.1127686,336.75381,268.41706,473.69202,487.73372,127,120,915,1696,-6.3596,-56.849,-5.9414955,18.486037,17363,7438,0.0013,0.05,-951,-585,-720,380,0.15748031,1.6505,36.5,5.5,-1.0147,-1.0511,0.32578132,0.5987808,-0.08,0.018,1.0112465,1.1361199
3.3504087,-5.2443443,3.3462485,-4.9801985,441.63593,268.26051,474.8385,487.9275,111,124,943,1684,-5.0596,-34.849,-5.9414955,18.486037,17378,7454,-0.0523,-0.0448,-956,-566,-754,628,0.15612802,1.6358,95.5,12.4,0.97439,0.96014,0.4844327,0.83103429,-0.08,-0.002,0.9973382,1.1361199
3.1361573,-5.2122402,3.1749367,-4.8718145,519.93495,268.4683,474.92739,487.82312,114,199,958,1565,-7.0596,-50.849,-5.9414955,18.486037,17397,7470,-0.026,-0.0503,-954,-591,-719,916,0.15673981,1.642,80.3,0,-1.0161,-1.0449,0.51410658,1.0764629,-0.08,-0.002,1.0529716,1.1223123
2.7771814,-5.1137888,2.9173827,-4.7088523,527.02023,268.75325,473.46925,488.608,118,234,961,1101,-3.6596,-34.849,-5.9414955,18.486037,17399,7474,0.1122,-0.049,-956,-653,-682,1104,0.15686275,1.646,95,1.4,0.99823,0.9779,0.60844202,1.24591,-0.04,-0.042,0.9973382,1.1223123
2.3866307,-5.0001133,2.6096156,-4.5658188,525.5885,268.95293,454.23042,488.05936,160,201,946,966,-7.3596,-54.849,-5.9414955,18.486037,17401,7472,0.1447,-0.0859,-976,-693,-668,988,0.15680125,1.646,112,0.9,1.0053,0.97285,0.83095253,1.4366038,-0.001,-0.023,0.9973382,1.1223123
1.9936012,-4.9111131,2.2696607,-4.4143297,523.9907,268.77149,391.88306,487.06452,149,209,971,974,-3.9596,-22.849,-5.9414955,18.486037,17404,7466,0.0198,0.0425,-967,-724,-676,442,0.15741834,1.6555,116.2,2.3,-1.0182,0.95236,0.89584615,1.4249577,-0.001,-0.003,0.9973382,1.1361199
1.6036909,-4.8262593,1.9440964,-4.220975,480.23758,270.05295,317.64923,487.66032,134,202,1011,985,-7.4596,-20.849,-5.9414955,18.486037,17403,7464,0.0572,-0.0366,-966,-752,-682,-86,0.15692428,1.648,146,16.3,-1.001,0.95597,1.030199,1.0364835,-0.001,-0.043,-1.005464,1.1223123
1.3444567,-4.7665839,1.7453546,-4.0732107,386.75183,272.34523,287.20102,468.14004,175,196,990,997,-5.4596,-12.849,-5.9414955,18.486037,17392,7452,0.0895,-0.0571,-982,-778,-722,-384,0.15643332,1.643,157.3,10.3,0.97727,-1.1015,1.1151732,0.61885044,0.019,0.017,-0.99155569,1.1361199
0.97244216,-4.6682101,1.4710789,-3.8494651,319.48467,274.29167,285.98262,414.70506,179,173,959,1052,-1.1596,-6.8493,-5.9414955,18.486037,17383,7446,0.0469,-0.06,-977,-791,-780,-527,0.15631106,1.6425,109.3,8.3,-1.0065,-1.1058,1.1078601,0.30193917,0.019,-0.003,-1.005464,-0.7969463
0.62894496,-4.5776704,1.1922377,-3.6465884,297.36507,274.87879,283.22528,338.95738,156,141,911,1558,-2.8596,-18.849,-5.9414955,18.486037,17370,7436,0.1325,-0.0395,-908,-794,-816,-589,0.15649452,1.637,134,17,0.99608,-1.1103,1.1899809,0.14351665,0.018,0.016,-1.0193724,-0.81075392
0.31225897,-4.5016467,0.85184656,-3.4579283,294.34926,274.3344,271.43224,296.62416,113,122,997,1772,-3.1596,23.151,-5.9414955,18.486037,17367,7427,-0.0404,-0.0665,-988,-782,-841,-608,0.15655577,1.6425,145,13.5,-1.0062,-1.0962,1.1990919,-0.057049719,0.018,0.016,1.0251549,-0.7969463
0.026184129,-4.3804317,0.46043202,-3.2356959,291.6005,272.77236,244.52068,291.41838,115,132,993,1636,-4.6596,255.15,-5.9414955,18.486037,17364,7424,-0.0289,0.0234,-1054,-788,-839,-624,0.15631106,1.6415,171.6,14.6,1.0089,-1.1032,1.1818844,-0.21664198,-0.002,0.036,1.0251549,-0.7969463
-0.14711124,-4.2643576,0.19586266,-3.0529461,289.01237,277.46873,249.58718,295.90895,189,228,1603,1398,-1.4596,601.15,-5.9414955,18.486037,17364,7426,0.0475,0.0787,-1023,-790,-854,-593,0.15546055,1.6275,153,16.3,-1.0162,0.92587,1.1687472,-0.30363295,-0.002,0.016,1.0251549,-0.7969463
-0.37935793,-4.0650906,-0.19437105,-2.756436,269.46346,338.60165,256.7619,296.59843,246,223,1855,991,-3.6596,781.15,-5.9414955,18.486037,17376,7442,-0.0182,0.0924,-1031,-785,-849,-572,0.15509888,1.6255,171.7,28.8,-0.98798,-1.0814,1.0959849,-0.43598887,-0.042,-0.004,-0.99155569,-0.7969463
-0.58731987,-3.8561991,-0.56800336,-2.4752213,267.20265,440.38224,257.58402,296.68852,232,203,1732,969,-3.1596,355.15,-5.9414955,18.486037,17392,7468,-0.0222,0.0686,-1012,-712,-868,-554,0.15461925,1.6175,156.3,11.1,-1.0073,0.96432,1.0208997,-0.53916661,-0.023,0.035,-1.005464,1.1637352
-0.76840978,-3.6113306,-0.90908402,-2.1999434,267.48608,530.55695,258.59481,296.76361,213,196,1628,986,-1.5596,-230.85,-5.9414955,18.486037,17404,7480,0.0248,0.0707,220,-801,-888,-564,0.15508685,1.6212,150.3,38.9,-1.0044,-1.0683,1.007094,-0.51583845,-0.003,0.075,1.0251549,-0.71410061
-0.89849533,-3.3390815,-1.2191372,-1.8992972,271.36114,538.7934,258.68625,296.87184,213,174,1138,944,0.14039,-338.85,-5.9414955,18.486037,17406,7478,-0.0925,0.0997,-1688,-870,-880,-590,0.15497869,1.6235,114.7,45.6,1.0107,-1.0771,1.0088772,-0.57620013,-0.043,0.055,1.0112465,-0.70029299
-0.95657435,-3.1630687,-1.4142097,-1.6828257,272.40031,541.96832,258.71165,296.41991,254,191,1084,925,1.4404,-206.85,-5.9414955,18.486037,17405,7474,-0.1582,0.0038,-4998,-822,-896,-624,0.15540016,1.6332,165.7,31.6,-0.98833,0.95008,0.90465847,-0.68498145,0.017,0.035,1.0251549,1.3570418
-1.0184881,-2.9118872,-1.6958916,-1.3505463,271.20909,542.73498,258.75501,296.02959,191,156,1020,1149,2.0404,-148.85,-5.9414955,18.486037,17400,7466,-0.2033,-0.0371,-1041,-846,-896,-668,0.15606711,1.6405,145,37.2,-0.99266,-1.051,0.89492281,-0.70316225,-0.003,0.015,1.0112465,1.1637352
-1.0597798,-2.6539839,-1.9782792,-1.0354654,270.83026,506.44585,258.74643,295.58959,148,125,1005,1555,1.2404,-134.85,-5.7775171,18.486037,17389,7451,-0.1879,-0.064,-438,-849,-909,-688,0.15637217,1.642,140,43,1.0295,0.9649,0.84319551,-0.70218655,0.016,-0.006,1.0112465,-0.94883008
-1.0934377,-2.3812774,-2.2777457,-0.74716696,271.22332,434.47779,262.84402,294.75422,123,125,1019,1590,-1.4596,-124.85,-1.0093787,18.486037,17378,7438,-0.1377,-0.0425,-178,500,-912,-704,0.15680125,1.6515,113.7,39.5,-0.9438,-1.058,0.77087644,-0.76259541,0.016,-0.006,-0.97764735,-0.86598438
-1.1283116,-2.1112854,-2.5961681,-0.45779277,271.08534,359.39212,286.28085,293.84398,124,150,1206,1410,-1.3596,-106.85,0.080825757,18.486037,17371,7426,-0.0185,-0.0711,37,-2094,-904,-724,0.15717092,1.652,112,50.6,-0.93583,-1.0663,0.79133289,-0.74450143,0.036,0.014,-1.0193724,-0.93502246
-1.1447382,-1.9346897,-2.817593,-0.25123694,270.70861,294.60635,289.29261,293.27395,230,228,1855,1083,0.34039,-98.849,0.0585045,18.486037,17366,7418,-0.0211,-0.0532,302,-4568,-856,-749,0.15655577,1.6455,111,58.2,-0.9416,-1.0375,0.75434576,-0.78456076,0.016,0.034,1.0251549,-0.86598438
-1.1739016,-1.6667844,-3.152527,0.068967287,270.85987,274.02756,294.17504,292.71975,252,221,1733,873,-3.3596,-72.849,0.0585045,18.486037,17356,7412,0.0166,-0.008,661,-814,-830,-757,0.1572327,1.653,114,54.2,1.0676,-1.0474,0.66525455,-0.82650042,-0.004,0.034,1.0251549,1.3432342
-1.2187379,-1.399003,-3.4561512,0.37968498,271.09598,275.59534,324.38326,308.16216,207,209,1760,972,-3.4596,-40.849,0.0585045,18.486037,17351,7408,0.021,-0.0089,964,-295,-961,-773,0.15779093,1.6635,110,38,1.084,-1.0351,0.66788172,-0.80693255,0.035,0.013,-0.94983065,-0.68648537
-1.2677856,-1.1167075,-3.7105374,0.66036101,276.54751,282.79825,402.58242,419.14634,214,211,1284,991,-5.1596,-42.849,0.0585045,18.486037,17356,7408,-4e-04,-0.0456,841,-29,-1008,-773,0.15779093,1.6635,70,54.6,-0.90973,0.99007,0.68157606,-0.78456733,0.075,-0.007,1.0112465,1.1085047
-1.3253645,-0.76810172,-3.9384132,0.90026818,279.84814,283.48643,456.59732,483.26636,253,181,1070,930,-4.4596,-14.849,0.0585045,18.486037,17378,7437,-0.0225,-0.0638,69,152,-962,-785,0.15879317,1.6795,98,85.8,1.0975,0.97928,0.66212297,-0.82818014,0.055,-0.227,1.0112465,1.0808895
-1.3764971,-0.49211019,-4.0868152,1.0501711,279.34074,287.12475,473.98849,487.18785,232,192,1042,913,-6.5596,-46.849,0.0585045,18.486037,17390,7462,0.0403,-0.0431,-484,415,-1000,-808,0.15698587,1.6545,95,56.5,1.1087,-1.0365,0.55892361,-0.8729211,0.035,-0.167,1.0390632,-0.6174473
-1.463157,-0.085151991,-4.3098117,1.2880225,298.32143,291.34457,474.81245,486.37819,182,135,1010,928,-0.45961,-20.849,0.0585045,18.486037,17401,7473,0.0335,-0.0408,-694,742,-1009,-797,0.15680125,1.6525,88,48,1.0898,-1.0211,0.59997401,-0.82704482,0.015,-0.127,-1.005464,1.3018113
-1.5611352,0.29529472,-4.5178316,1.558073,372.16296,283.75215,474.2979,486.8595,136,115,1029,889,-3.5596,-10.849,0.0585045,18.486037,17402,7475,0.0299,-0.0273,-768,1018,-978,-786,0.15667842,1.651,86,49,1.1011,1.032,0.5770634,-0.83903403,-0.006,-0.008,-1.0193724,-0.78313869
-1.6471436,0.6987469,-4.6733163,1.8580787,477.39397,280.95198,475.25391,486.5075,126,111,1050,917,8.8404,-20.849,0.0585045,18.486037,17397,7466,0.0452,-0.0067,-814,856,415,-777,0.15810277,1.6757,86,73,1.1058,1.061,0.53691705,-0.89793555,-0.006,0.032,-1.0332807,-0.7969463
-1.7234356,1.1458458,-4.7790629,2.1616778,533.85417,280.58509,476.25311,486.26782,154,203,1433,891,5.1404,-10.849,0.12409728,18.486037,17392,7454,-0.0593,0.0443,-838,126,-1244,-708,0.1592864,1.692,77,55,-0.89047,1.0666,0.52406643,-0.84695746,0.014,0.012,1.0390632,1.0946971
-1.7988462,1.4629941,-4.8514016,2.3579175,535.15569,280.65692,476.72416,485.58525,247,227,1858,887,-15.26,-14.849,-2.6352975,18.486037,17384,7442,-0.0699,0.0064,-786,-352,-6949,-792,0.15968064,1.696,60,78.7,1.089,1.0746,0.55147527,-0.84663919,0.034,-0.008,1.0112465,1.0946971
-1.9274306,1.942439,-4.9954986,2.6503505,534.17692,280.94333,476.89163,483.62771,236,197,1771,890,-4.2596,17.151,-2.6352975,18.486037,17372,7436,-0.0821,-0.0258,-768,-572,-1998,-804,0.16032064,1.7105,98.7,55.5,1.0877,1.0557,0.49202711,-0.88363964,0.034,-0.328,-1.005464,-0.74171584
-2.0697942,2.4027772,-5.1616271,2.9474214,532.52986,281.2058,475.98271,484.06643,211,199,1765,904,-12.96,9.1507,-6.0070883,18.486037,17375,7438,-0.0365,-0.0655,-768,-647,-711,-833,0.1614205,1.7185,74.7,45.5,-0.90633,1.0601,0.22630269,-0.88966601,0.013,0.011,0.9973382,1.2741961
-2.2827998,2.8412607,-5.2855233,3.2302906,522.14838,281.29242,472.7722,483.9576,218,184,1234,928,-13.26,31.151,-5.9414955,18.486037,17384,7450,-0.0447,-0.0345,-798,-670,-386,-857,0.16148567,1.7215,53,31.3,-0.94067,-0.99729,0.38571112,-0.82622478,-0.007,0.031,1.0251549,-0.78313869
-2.5683115,3.2538275,-5.336514,3.4578208,434.52096,281.79824,466.77849,484.10801,248,177,1061,868,-0.65961,13.151,-5.9414955,18.486037,17372,7452,-0.0311,-0.031,-844,-684,-200,-820,0.16273393,1.7365,104.7,55.3,1.0643,1.0397,0.45179859,-0.65677307,-0.227,0.031,0.9973382,-0.81075392
-2.7933474,3.5044771,-5.3472793,3.5839303,345.77626,281.93955,422.73209,485.00811,208,175,1028,918,38.24,19.151,-5.9414955,18.486037,17366,7453,-0.0568,-0.0357,-880,-644,-29,-822,0.16246954,1.7445,97.7,57.7,1.0707,-1.0102,0.65922546,-0.57848458,-0.167,0.031,-0.99155569,-0.81075392
-3.1627509,3.8465946,-5.3564415,3.7636125,291.7238,282.08556,349.08862,484.79222,154,125,1044,903,79.14,17.151,-5.9414955,18.486037,17374,7462,-0.1005,-0.0658,-898,-594,158,-24,0.16280016,1.7485,66,103.6,-0.93762,-1.0101,0.71731481,-0.43990527,-0.127,0.071,1.0251549,-0.7969463
-3.514974,4.1559677,-5.3489265,3.9396711,274.70917,283.84375,295.29566,475.20202,126,116,1033,927,100.14,31.151,-5.9414955,18.486037,17378,7460,-0.1236,-0.1195,-905,-604,408,986,0.16467682,1.7813,51,47.7,1.0598,1.0348,0.75112073,-0.36982898,-0.008,-0.01,-0.99155569,1.1637352
-3.7759722,4.4281784,-5.3153943,4.1392907,278.19554,284.74804,285.61626,454.47826,134,123,1120,885,61.64,33.151,-5.9414955,18.486037,17383,7453,-0.1513,-0.1557,-927,-639,738,-5497,0.16515277,1.7847,27.3,56.1,-0.95338,-1.0166,0.8104897,-0.30077498,0.032,0.03,1.0251549,-0.7969463
-3.8884245,4.6763843,-5.2638683,4.3591606,275.59029,284.94955,285.51832,414.73064,195,187,1750,869,9.2404,33.151,-5.9414955,18.486037,17382,7446,-0.1052,-0.1891,-932,-674,1008,-3020,0.16632017,1.795,35.2,38.9,-0.97027,1.0346,0.93891636,-0.13047336,0.012,-0.01,-0.99155569,1.2603885
-3.879936,4.8149574,-5.2259146,4.4900831,277.34421,284.81528,282.53997,334.46266,260,168,1855,886,-25.16,25.151,-5.9414955,18.486037,17375,7437,-0.1065,-0.2391,-940,-713,986,-743,0.16618197,1.7855,54,64.7,1.0518,1.0374,0.88394502,-0.14034953,-0.008,-0.29,1.0112465,1.1223123
-3.7887451,4.9655696,-5.1738886,4.6463894,270.20813,286.05393,282.45323,286.1097,242,144,1764,882,-32.86,39.151,-5.9414955,18.486037,17366,7428,-0.0174,-0.1928,-934,-740,484,-248,0.1650165,1.7787,37,108.2,-0.97554,1.0285,0.94545725,-0.0030474632,-0.328,-0.131,1.0251549,1.1361199
-3.7626762,5.0842164,-5.0982905,4.7807378,251.66885,326.63675,274.76999,289.39512,223,137,1530,885,-31.36,17.151,-5.9414955,18.486037,17357,7418,0.0252,-0.1505,-960,-768,-184,-89,0.16386727,1.7612,41,60.7,-0.97737,-1.0352,0.85923578,0.28199242,0.011,-0.011,-1.005464,-0.72790822
-3.8529771,5.1644339,-4.9517908,4.9256978,251.61323,407.59845,249.11295,298.13498,217,143,1073,887,-30.66,39.151,-6.0070883,18.486037,17352,7416,0.0209,-0.1186,-949,-788,-529,76,0.16393443,1.7685,54.3,52.6,-0.96394,-1.0359,0.73060665,0.50708026,0.031,0.028,-1.0193724,-0.81075392
-3.9480692,5.1839583,-4.7397043,5.0851301,254.88462,493.35408,254.22653,298.28997,228,157,1064,873,-27.26,33.151,-3.2476935,18.486037,17351,7414,0.0289,-0.133,-946,-792,-696,242,0.16280016,1.7495,37,40.4,1.0186,1.0128,0.78527312,0.61567248,0.031,0.008,1.0112465,1.3432342
-3.963289,5.1840395,-4.583028,5.1809457,259.19023,534.36596,255.48565,298.40625,191,134,991,873,-26.86,25.151,0.12409728,18.486037,17350,7414,-0.039,-0.1344,-953,-815,-768,474,0.16393443,1.7603,44,49.7,-0.96279,1.0294,0.71711297,0.7637829,0.031,-0.012,1.0390632,1.1913504
-3.8612078,5.1906263,-4.3556388,5.2648645,262.13656,537.29435,256.32982,298.42188,146,101,971,855,-23.06,13.151,0.12409728,18.486037,17354,7414,-0.0186,-0.1332,-889,-831,-785,748,0.16454134,1.773,23.2,85,-0.96921,-1.0252,0.73500655,0.89877431,0.071,0.027,-1.0471891,-0.76933107
-3.7056784,5.1917474,-4.1137824,5.2495979,263.78421,536.79245,256.45,298.20781,124,102,1016,869,-19.66,11.151,0.0585045,18.486037,17361,7430,-0.0217,-0.1216,-960,-814,-811,1022,0.16474465,1.7805,31.5,65.4,-1.0033,-1.0321,0.72172996,0.92779624,-0.01,0.027,0.98342985,1.0670818
